Gene1,Gene2
KMT2D,VPS4B
KMT2D,UBR2
KMT2D,RRP1B
KMT2D,NUFIP1
KMT2D,GPALPP1
KMT2D,ZFP28
KMT2D,TES
KMT2D,PSEN1
KMT2D,NEUROG1
KMT2D,GARNL3
KMT2D,TMEM184C
KMT2D,TBCE
KMT2D,SNRPG
KMT2D,MSL1
KMT2D,HTATSF1
KMT2D,TRAPPC1
KMT2D,KRIT1
KMT2D,HACD1
KMT2D,ENTPD4B
KMT2D,ENTPD4
KMT2D,CNTROB
KMT2D,ZFP697
KMT2D,ZFP748
KMT2D,RNF13
KMT2D,MDM2
KMT2D,ATG2A
KMT2D,SEC24C
KMT2D,SND1
KMT2D,PTPN1
KMT2D,MSH2
KMT2D,ANXA6
KMT2D,SKP2
KMT2D,RNF141
KMT2D,LMBRD2
KMT2D,LRIF1
KMT2D,IP6K2
KMT2D,FNBP1
KMT2D,FAM220A
KMT2D,TBC1D8
KMT2D,RGP1
KMT2D,GBA2
KMT2D,TREX1
KMT2D,NFKBIL1
KMT2D,LNPK
KMT2D,ATP6V1G2
KMT2D,RPS6KA4
KMT2D,NOP16
KMT2D,IER3
KMT2D,HIGD2A
KMT2D,TNFRSF22
KMT2D,NAP1L1
KMT2D,CORO7
KMT2D,CALHM6
KMT2D,PIGL
KMT2D,MNS1
KMT2D,KLHDC7A
KMT2D,CAND2
KMT2D,ZFP36L2
KMT2D,PPP5C
KMT2D,FKBP4
KMT2D,ZFP788
KMT2D,GUK1
KMT2D,FBXL4
KMT2D,CDYL
KMT2D,IGF2BP3
KMT2D,CHKA
KMT2D,TRP73
KMT2D,PLEKHA2
KMT2D,EID2B
KMT2D,HIST1H2BC
KMT2D,HIST1H2AC
KMT2D,CTSD
KMT2D,CDKN2C
KMT2D,ARRDC1
KMT2D,SNAP25
KMT2D,RHPN2
KMT2D,MAP4K3
KMT2D,DNAJC25
KMT2D,CCDC69
KMT2D,BAX
KMT2D,SMIM20
KMT2D,MGRN1
KMT2D,LIPH
KMT2D,ACAD9
KMT2D,NINJ1
KMT2D,LMBRD1
KMT2D,DNAJC4
KMT2D,DBR1
KMT2D,PPP1R37
KMT2D,RALGAPA2
KMT2D,IFFO1
KMT2D,ACSS2
KMT2D,THA1
KMT2D,SYNCRIP
KMT2D,RABGGTA
KMT2D,DCTN1
KMT2D,CYTH3
KMT2D,AGGF1
KMT2D,YWHAB
KMT2D,YLPM1
KMT2D,TET2
KMT2D,STARD5
KMT2D,POLN
KMT2D,HAUS3
KMT2D,CYP2U1
KMT2D,CYBA
KMT2D,RNF19A
KMT2D,FOXK2
KMT2D,EZH2
KMT2D,ZDHHC12
KMT2D,CFAP44
KMT2D,CCDC112
KMT2D,TDRP
KMT2D,NBEAL2
KMT2D,CLK3
KMT2D,TMEM119
KMT2D,RESF1
KMT2D,PPTC7
KMT2D,POP4
KMT2D,HACE1
KMT2D,FCF1
KMT2D,ELOVL1
KMT2D,AREL1
KMT2D,SUMF2
KMT2D,SLC15A4
KMT2D,LARP1B
KMT2D,CLIP2
KMT2D,TRIQK
KMT2D,ITSN1
KMT2D,GRB2
KMT2D,CRYZL1
KMT2D,PDCD4
KMT2D,CEP41
KMT2D,SNX30
KMT2D,MTERF4
KMT2D,INPP4A
KMT2D,CLASP2
KMT2D,SNX7
KMT2D,HSPB9
KMT2D,SMCHD1
KMT2D,PTTG1IP
KMT2D,COL6A2
KMT2D,CAMK1D
KMT2D,UTP23
KMT2D,THYN1
KMT2D,AQP7
KMT2D,ACAD8
KMT2D,SRSF11
KMT2D,UBTD2
KMT2D,PAK1
KMT2D,ATL3
KMT2D,ZFP51
KMT2D,TBC1D9
KMT2D,LIPT1
KMT2D,CASP2
KMT2D,SGK3
KMT2D,GEMIN7
KMT2D,BRK1
KMT2D,MTOR
KMT2D,MGST3
KMT2D,DENND5A
KMT2D,CCNO
KMT2D,CDCA3
KMT2D,TFCP2L1
KMT2D,STRADA
KMT2D,SFRP1
KMT2D,PPL
KMT2D,IL11RA1
KMT2D,ARL6
KMT2D,1700016H13RIK
KMT2D,USP42
KMT2D,METTL18
KMT2D,MCRIP1
KMT2D,COMMD1
KMT2D,BCAM
KMT2D,BC055324
KMT2D,ADAT1
KMT2D,SCARB1
KMT2D,BBS10
KMT2D,TNRC18
KMT2D,TMEM221
KMT2D,MYBL1
KMT2D,MOB3C
KMT2D,ST7
KMT2D,SSR1
KMT2D,SMARCD1
KMT2D,SLC25A40
KMT2D,NUCKS1
KMT2D,LRRC1
KMT2D,FUNDC1
KMT2D,DBF4
KMT2D,ANXA11
KMT2D,DCAF1
KMT2D,CHMP1B
KMT2D,USP37
KMT2D,MCFD2
KMT2D,MAN2A2
KMT2D,CNOT9
KMT2D,ATP6V1F
KMT2D,TNIP1
KMT2D,MCAM
KMT2D,CMC1
KMT2D,UBP1
KMT2D,SERHL
KMT2D,NXF1
KMT2D,MINPP1
KMT2D,KTN1
KMT2D,HIF3A
KMT2D,BAG3
KMT2D,TMEM185B
KMT2D,E2F5
KMT2D,CCNE2
KMT2D,BNIP3L
KMT2D,SPATS1
KMT2D,RNF2
KMT2D,MKRN1
KMT2D,EIF2AK3
KMT2D,TRIM41
KMT2D,IKBKB
KMT2D,HMGXB3
KMT2D,FAM126A
KMT2D,ZFP654
KMT2D,TDRKH
KMT2D,RGS12
KMT2D,LGALSL
KMT2D,INIP
KMT2D,CGGBP1
KMT2D,YWHAH
KMT2D,SUCO
KMT2D,PLPP1
KMT2D,MRS2
KMT2D,MERTK
KMT2D,ZBTB7B
KMT2D,RFNG
KMT2D,PRDM11
KMT2D,NCKAP1
KMT2D,GPS1
KMT2D,ACOX3
KMT2D,TMEM237
KMT2D,TM7SF2
KMT2D,TCF19
KMT2D,RNF214
KMT2D,PPP1R16A
KMT2D,CCHCR1
KMT2D,BIVM
KMT2D,TASP1
KMT2D,LPAR2
KMT2D,ASCC1
KMT2D,ANAPC16
KMT2D,RNMT
KMT2D,RFFL
KMT2D,FOXO6
KMT2D,FAM210A
KMT2D,CEP126
KMT2D,TPD52L2
KMT2D,PHF1
KMT2D,PARS2
KMT2D,MDM4
KMT2D,COA4
KMT2D,SLC25A10
KMT2D,RPS10
KMT2D,MRPL23
KMT2D,ENDOG
KMT2D,TMEM25
KMT2D,PRKACB
KMT2D,FA2H
KMT2D,ETFDH
KMT2D,4930579G24RIK
KMT2D,REST
KMT2D,PARP4
KMT2D,CPT1C
KMT2D,CLPP
KMT2D,AKIP1
KMT2D,DVL2
KMT2D,USP4
KMT2D,TXNRD2
KMT2D,MAP3K7
KMT2D,COMT
KMT2D,CEP68
KMT2D,SCAMP4
KMT2D,ADAT3
KMT2D,PPP3R1
KMT2D,AZIN2
KMT2D,AP1B1
KMT2D,SOCS1
KMT2D,SKP1A
KMT2D,RNGTT
KMT2D,PKN3
KMT2D,INAVA
KMT2D,RPL13
KMT2D,PPP1R1A
KMT2D,CFDP1
KMT2D,UTP6
KMT2D,MRPS34
KMT2D,HNRNPLL
KMT2D,H1FX
KMT2D,FAM171A1
KMT2D,EME2
KMT2D,TUFM
KMT2D,LRFN4
KMT2D,PNPLA3
KMT2D,TUBB2A
KMT2D,SHMT1
KMT2D,NEURL4
KMT2D,2810408A11RIK
KMT2D,SSX2IP
KMT2D,SNX11
KMT2D,PHB
KMT2D,NSMCE1
KMT2D,C2CD4C
KMT2D,ZFAND4
KMT2D,PRICKLE4
KMT2D,PDRG1
KMT2D,FRS3
KMT2D,ENTPD2
KMT2D,DUSP5
KMT2D,CLOCK
KMT2D,B3GNT9
KMT2D,WDR37
KMT2D,UXS1
KMT2D,TUT4
KMT2D,TMEM38A
KMT2D,SMIM7
KMT2D,SMC5
KMT2D,PTPMT1
KMT2D,FAM69A
KMT2D,ALDH9A1
KMT2D,TEDC1
KMT2D,SLC16A1
KMT2D,PQLC1
KMT2D,COPB2
KMT2D,MXD1
KMT2D,IFT88
KMT2D,FAM221A
KMT2D,CCDC34
KMT2D,BTBD11
KMT2D,TRAPPC4
KMT2D,SLC25A45
KMT2D,RPS25
KMT2D,QDPR
KMT2D,MINK1
KMT2D,GSN
KMT2D,ENTPD6
KMT2D,CACNG2
KMT2D,ZFP746
KMT2D,WDR59
KMT2D,ZFP410
KMT2D,SPAG5
KMT2D,NPC1
KMT2D,COQ3
KMT2D,BST2
KMT2D,ARFIP1
KMT2D,ABCA1
KMT2D,CMTR2
KMT2D,RTKN2
KMT2D,PMS1
KMT2D,ORMDL1
KMT2D,UNKL
KMT2D,RAMP2
KMT2D,PGM2L1
KMT2D,ETNK1
KMT2D,CARM1
KMT2D,TRIM37
KMT2D,RRBP1
KMT2D,R3HDM2
KMT2D,PPARA
KMT2D,PANK1
KMT2D,EIF3J2
KMT2D,EIF3J1
KMT2D,CRNKL1
KMT2D,CFAP61
KMT2D,ZFP263
KMT2D,DR1
KMT2D,PLAGL1
KMT2D,GEMIN2
KMT2D,FKBP2
KMT2D,ATAD3A
KMT2D,SLC25A30
KMT2D,POLR2K
KMT2D,UIMC1
KMT2D,SPTLC2
KMT2D,SENP3
KMT2D,PARL
KMT2D,MFSD4B3
KMT2D,FXR2
KMT2D,EIF5B
KMT2D,CDKL3
KMT2D,CDK17
KMT2D,ARPC1B
KMT2D,SLC27A3
KMT2D,SCCPDH
KMT2D,RAMAC
KMT2D,UEVLD
KMT2D,RGS2
KMT2D,PIH1D1
KMT2D,ALDH16A1
KMT2D,TAF10
KMT2D,NOL6
KMT2D,MAP2
KMT2D,LIFR
KMT2D,KATNA1
KMT2D,FNIP2
KMT2D,CDH10
KMT2D,BLVRB
KMT2D,SRP54C
KMT2D,ZFP871
KMT2D,GGPS1
KMT2D,CLN5
KMT2D,ARID4B
KMT2D,ZFP382
KMT2D,MACROD2
KMT2D,LGALS8
KMT2D,ACAD12
KMT2D,PLEKHH3
KMT2D,OTUB2
KMT2D,KDM4C
KMT2D,D830031N03RIK
KMT2D,CLDN3
KMT2D,TIGD3
KMT2D,RPL32
KMT2D,PWP2
KMT2D,CCNYL1
KMT2D,TMEM64
KMT2D,SRP9
KMT2D,NCK1
KMT2D,MROH1
KMT2D,EFHD2
KMT2D,GLTP
KMT2D,CCDC130
KMT2D,ARHGEF1
KMT2D,VPS13A
KMT2D,PEBP1
KMT2D,TNK2
KMT2D,TAGLN2
KMT2D,SLC37A4
KMT2D,PUS3
KMT2D,NPRL3
KMT2D,REC8
KMT2D,DYNLRB1
KMT2D,SLC7A1
KMT2D,POLR1D
KMT2D,LNX2
KMT2D,IL6ST
KMT2D,C1QL1
KMT2D,VEZT
KMT2D,TXNDC5
KMT2D,TBC1D23
KMT2D,SPPL2A
KMT2D,GSKIP
KMT2D,FGD6
KMT2D,DMXL1
KMT2D,ATG2B
KMT2D,SLC8B1
KMT2D,MYEF2
KMT2D,ACADL
KMT2D,PDP1
KMT2D,STAT2
KMT2D,NAP1L4
KMT2D,MPV17L
KMT2D,MAD2L1
KMT2D,UBXN6
KMT2D,SERPING1
KMT2D,RTEL1
KMT2D,RPL36AL
KMT2D,MGAT2
KMT2D,HDGFL2
KMT2D,GDF1
KMT2D,CSNK1G1
KMT2D,CERS1
KMT2D,ASRGL1
KMT2D,NSF
KMT2D,MEN1
KMT2D,KLF9
KMT2D,ATXN7L3
KMT2D,DOCK9
KMT2D,BLOC1S4
KMT2D,TMCC1
KMT2D,SLC24A3
KMT2D,SERPINI1
KMT2D,PDCD10
KMT2D,IFNZ
KMT2D,CEMIP2
KMT2D,IFT52
KMT2D,CHUK
KMT2D,ABCB9
KMT2D,ZC3H3
KMT2D,NLGN2
KMT2D,KDM6A
KMT2D,GAMT
KMT2D,KTI12
KMT2D,COL5A3
KMT2D,B230219D22RIK
KMT2D,TMCO4
KMT2D,DBN1
KMT2D,ZFP791
KMT2D,ZFAND6
KMT2D,MTHFD1
KMT2D,LAMTOR3
KMT2D,KIF17
KMT2D,FNDC11
KMT2D,CEP85L
KMT2D,RPL7A
KMT2D,MED22
KMT2D,GDI2
KMT2D,FZD4
KMT2D,AHSA2
KMT2D,ZFP771
KMT2D,TM9SF2
KMT2D,NENF
KMT2D,MCM9
KMT2D,GEM
KMT2D,TESK2
KMT2D,TBC1D10A
KMT2D,SLC9A3R1
KMT2D,HADHB
KMT2D,HADHA
KMT2D,ZFP248
KMT2D,RAI1
KMT2D,MRPS17
KMT2D,DAGLA
KMT2D,CRTC3
KMT2D,CETN3
KMT2D,ANK2
KMT2D,RAP1B
KMT2D,PIK3R1
KMT2D,COIL
KMT2D,CD2BP2
KMT2D,WAPL
KMT2D,RNASEH2C
KMT2D,PARPBP
KMT2D,NUP37
KMT2D,UPF1
KMT2D,SEL1L
KMT2D,RMDN1
KMT2D,NCS1
KMT2D,SUCLG1
KMT2D,POLD4
KMT2D,PHF19
KMT2D,EPM2A
KMT2D,ARPC5L
KMT2D,GXYLT1
KMT2D,GLMP
KMT2D,EFR3A
KMT2D,COMMD10
KMT2D,RIT1
KMT2D,NEIL3
KMT2D,ASCC3
KMT2D,RABL2
KMT2D,LZTR1
KMT2D,EEFSEC
KMT2D,SLC35C1
KMT2D,RUFY2
KMT2D,REXO4
KMT2D,NID2
KMT2D,ARPP19
KMT2D,MDN1
KMT2D,LDHB
KMT2D,L3HYPDH
KMT2D,JKAMP
KMT2D,RDH13
KMT2D,MYMX
KMT2D,MIER2
KMT2D,HNRNPUL2
KMT2D,BAHCC1
KMT2D,TPD52L1
KMT2D,PPP2R5D
KMT2D,GM14325
KMT2D,CNP
KMT2D,SH3BP5
KMT2D,OXCT1
KMT2D,APTX
KMT2D,AKAP11
KMT2D,TMEM219
KMT2D,NEPRO
KMT2D,DIMT1
KMT2D,SEC11A
KMT2D,CHD1
KMT2D,ACY3
KMT2D,PLEKHA5
KMT2D,MARCKSL1
KMT2D,MMACHC
KMT2D,DGKH
KMT2D,CCDC163
KMT2D,ZFP119B
KMT2D,TMEM29
KMT2D,KCTD6
KMT2D,HPCAL1
KMT2D,YKT6
KMT2D,PPP1R12C
KMT2D,NEK6
KMT2D,KPNA4
KMT2D,HIST1H3A
KMT2D,ZEB2
KMT2D,TVP23B
KMT2D,PTMS
KMT2D,KNOP1
KMT2D,IQCK
KMT2D,DPY19L1
KMT2D,ACLY
KMT2D,PARD6B
KMT2D,NPB
KMT2D,NFE2
KMT2D,LATS2
KMT2D,GRINA
KMT2D,CDK2
KMT2D,RHPN1
KMT2D,BMP2K
KMT2D,PDXK
KMT2D,PDGFRA
KMT2D,ARPC1A
KMT2D,ZFP799
KMT2D,ST6GALNAC6
KMT2D,SNRPD2
KMT2D,SNAI1
KMT2D,RB1
KMT2D,QPCTL
KMT2D,PLPPR2
KMT2D,DTNBP1
KMT2D,ZGRF1
KMT2D,SPG20
KMT2D,PLRG1
KMT2D,LARP7
KMT2D,IMPDH1
KMT2D,IDUA
KMT2D,DGKQ
KMT2D,TRIM12C
KMT2D,TOP1MT
KMT2D,KATNAL1
KMT2D,TAF9B
KMT2D,MYRF
KMT2D,IKBIP
KMT2D,CCDC68
KMT2D,APAF1
KMT2D,ALDH3A2
KMT2D,YIPF5
KMT2D,TNFRSF1A
KMT2D,RAB15
KMT2D,PHF20L1
KMT2D,NUBPL
KMT2D,CR1L
KMT2D,CCS
KMT2D,CCDC87
KMT2D,TTC9C
KMT2D,SMARCA4
KMT2D,SLC4A7
KMT2D,PRICKLE1
KMT2D,LRRC49
KMT2D,HMGA1
KMT2D,GPATCH1
KMT2D,ZFP93
KMT2D,PDZRN3
KMT2D,IRAK3
KMT2D,AMACR
KMT2D,1700066M21RIK
KMT2D,TAF1B
KMT2D,NMNAT3
KMT2D,INO80D
KMT2D,PAK1IP1
KMT2D,CMAS
KMT2D,NPTXR
KMT2D,MAPK1IP1L
KMT2D,COX7A2L
KMT2D,SARAF
KMT2D,PPFIA3
KMT2D,MAST2
KMT2D,XYLB
KMT2D,SENP1
KMT2D,RBBP7
KMT2D,NEK1
KMT2D,HYOU1
KMT2D,ASL
KMT2D,WNT5B
KMT2D,TPRA1
KMT2D,LYPLAL1
KMT2D,EPPK1
KMT2D,ZFP420
KMT2D,UST
KMT2D,TBC1D7
KMT2D,SF3B6
KMT2D,ODF2L
KMT2D,RAB11B
KMT2D,OSTC
KMT2D,ACER2
KMT2D,PIBF1
KMT2D,NXN
KMT2D,INTS11
KMT2D,GPR157
KMT2D,DNAL4
KMT2D,DIS3
KMT2D,DCAKD
KMT2D,CPTP
KMT2D,APEH
KMT2D,UBR7
KMT2D,GON7
KMT2D,GM20604
KMT2D,UHRF1
KMT2D,CYP46A1
KMT2D,SMYD4
KMT2D,RPA1
KMT2D,CARS2
KMT2D,ZFP691
KMT2D,TXNDC9
KMT2D,NT5DC1
KMT2D,BAIAP2
KMT2D,ATAD1
KMT2D,WWTR1
KMT2D,TPM4
KMT2D,RAD51
KMT2D,PHF10
KMT2D,LY75
KMT2D,HBEGF
KMT2D,DHX9
KMT2D,CAMK2A
KMT2D,TLE1
KMT2D,IRF6
KMT2D,DYNLT1C
KMT2D,CASTOR1
KMT2D,ZRANB3
KMT2D,YIPF4
KMT2D,R3HDM1
KMT2D,1810022K09RIK
KMT2D,ZFP3
KMT2D,TMEM14C
KMT2D,RUVBL1
KMT2D,RPS15A
KMT2D,PINX1
KMT2D,MTMR7
KMT2D,LEPROTL1
KMT2D,HGS
KMT2D,FYN
KMT2D,ARL16
KMT2D,UBXN2A
KMT2D,NKX6-1
KMT2D,ADAP2
KMT2D,ADAMTSL5
KMT2D,RABIF
KMT2D,POLD2
KMT2D,FAAP20
KMT2D,TMSB10
KMT2D,ST5
KMT2D,LAMC1
KMT2D,PLEKHD1
KMT2D,JPT1
KMT2D,GNAS
KMT2D,RERE
KMT2D,TSR1
KMT2D,TRAM1
KMT2D,SPTBN4
KMT2D,OSTF1
KMT2D,ZDHHC2
KMT2D,TRAIP
KMT2D,GADD45B
KMT2D,AP5B1
KMT2D,SHC2
KMT2D,NUCB1
KMT2D,COMMD5
KMT2D,CAR13
KMT2D,TSPYL1
KMT2D,NCAPG
KMT2D,WDR89
KMT2D,VWA3A
KMT2D,LSR
KMT2D,EHBP1
KMT2D,SRP14
KMT2D,MAP9
KMT2D,INTS2
KMT2D,GRIPAP1
KMT2D,FOXC1
KMT2D,BLM
KMT2D,WAC
KMT2D,SH3KBP1
KMT2D,CPE
KMT2D,COP1
KMT2D,ANXA7
KMT2D,HEY2
KMT2D,EXO5
KMT2D,ZSWIM1
KMT2D,ZFP873
KMT2D,PAG1
KMT2D,DISP2
KMT2D,ZFP87
KMT2D,TRMT5
KMT2D,TMED6
KMT2D,SLC38A6
KMT2D,MYO1D
KMT2D,METTL13
KMT2D,4932438A13RIK
KMT2D,PTPN12
KMT2D,PLA2G16
KMT2D,MYBL2
KMT2D,HMG20B
KMT2D,BIN3
KMT2D,AGAP1
KMT2D,TMBIM6
KMT2D,TICRR
KMT2D,LACTB
KMT2D,TSEN54
KMT2D,SNX19
KMT2D,SH2B1
KMT2D,ZFP948
KMT2D,WDR13
KMT2D,MINDY1
KMT2D,KATNBL1
KMT2D,HNRNPA0
KMT2D,DDX21
KMT2D,URB1
KMT2D,UBTF
KMT2D,ROGDI
KMT2D,PTPRM
KMT2D,POLR1E
KMT2D,STX7
KMT2D,RBM4
KMT2D,RADIL
KMT2D,PTGR2
KMT2D,NRARP
KMT2D,MED12
KMT2D,IPMK
KMT2D,DDX25
KMT2D,SPAST
KMT2D,SLC35C2
KMT2D,GCN1L1
KMT2D,EPN2
KMT2D,EDC3
KMT2D,ABHD2
KMT2D,PAQR3
KMT2D,GTPBP10
KMT2D,EHD1
KMT2D,CDKN2D
KMT2D,SLC25A23
KMT2D,HACD3
KMT2D,PTPDC1
KMT2D,PEX11B
KMT2D,FAM173A
KMT2D,TGDS
KMT2D,SLC41A1
KMT2D,KIF1B
KMT2D,GFOD2
KMT2D,EYA3
KMT2D,CREG1
KMT2D,COPS9
KMT2D,BC028528
KMT2D,NEXN
KMT2D,GINS1
KMT2D,ZCCHC7
KMT2D,RTF1
KMT2D,PATL1
KMT2D,FAM168B
KMT2D,ENHO
KMT2D,ATAD5
KMT2D,RAB4B
KMT2D,NMRK1
KMT2D,EVC2
KMT2D,STAT5B
KMT2D,KIF18A
KMT2D,HDAC11
KMT2D,FAM13A
KMT2D,CMSS1
KMT2D,SNTA1
KMT2D,AI464131
KMT2D,SPCS3
KMT2D,PHOSPHO1
KMT2D,SPTBN1
KMT2D,SMC2
KMT2D,PVR
KMT2D,GPRC5C
KMT2D,YBX1
KMT2D,NOVA2
KMT2D,NARS2
KMT2D,FBXO4
KMT2D,ATP8B2
KMT2D,PIGX
KMT2D,MRPS25
KMT2D,E2F7
KMT2D,CEP19
KMT2D,BDH1
KMT2D,ZMYM2
KMT2D,PLS1
KMT2D,FBXO22
KMT2D,ZFP707
KMT2D,SERPINB5
KMT2D,SPP1
KMT2D,SNED1
KMT2D,DPM2
KMT2D,BC031181
KMT2D,ZCCHC9
KMT2D,SDHAF2
KMT2D,NOL3
KMT2D,DDAH2
KMT2D,CPSF7
KMT2D,ZFP236
KMT2D,SIAH2
KMT2D,MAP3K8
KMT2D,DUSP23
KMT2D,SRF
KMT2D,PPP1R3E
KMT2D,OAT
KMT2D,NEK3
KMT2D,TUSC1
KMT2D,TANC1
KMT2D,DCP2
KMT2D,CLNS1A
KMT2D,ALOX12
KMT2D,TOR4A
KMT2D,TMEM211
KMT2D,SLC35G1
KMT2D,RAD54B
KMT2D,MGAT5
KMT2D,CUEDC1
KMT2D,PPP3CC
KMT2D,PIGC
KMT2D,LAMTOR4
KMT2D,ANKRD26
KMT2D,4930558K02RIK
KMT2D,TELO2
KMT2D,STRAP
KMT2D,ACTN1
KMT2D,PSME4
KMT2D,MZF1
KMT2D,KDF1
KMT2D,DDX10
KMT2D,CREBBP
KMT2D,SCP2
KMT2D,HEATR5B
KMT2D,GPATCH11
KMT2D,GAA
KMT2D,WDR24
KMT2D,VOPP1
KMT2D,SPIRE2
KMT2D,SPEF1
KMT2D,NEO1
KMT2D,KRI1
KMT2D,GSK3B
KMT2D,CFAP54
KMT2D,TMEM220
KMT2D,SRPRB
KMT2D,SRP54B
KMT2D,KANSL1L
KMT2D,CDKN2B
KMT2D,AGPAT1
KMT2D,TEP1
KMT2D,SLC25A36
KMT2D,SGTB
KMT2D,NLN
KMT2D,CCT2
KMT2D,CCDC14
KMT2D,IGDCC3
KMT2D,RAB11FIP5
KMT2D,HK2
KMT2D,PLPP2
KMT2D,IL17RA
KMT2D,CROT
KMT2D,B4GALT5
KMT2D,TXN2
KMT2D,SCAMP5
KMT2D,DET1
KMT2D,SLCO4A1
KMT2D,POC5
KMT2D,PINLYP
KMT2D,PAQR5
KMT2D,GTF3A
KMT2D,1110051M20RIK
KMT2D,TNFRSF1B
KMT2D,SERPINB1A
KMT2D,CCSER2
KMT2D,APELA
KMT2D,R3HDM4
KMT2D,KISS1R
KMT2D,GNG12
KMT2D,COPB1
KMT2D,ZFP619
KMT2D,HSPA2
KMT2D,GORAB
KMT2D,ZBTB12
KMT2D,TMEM131L
KMT2D,TIMP2
KMT2D,RPL17
KMT2D,ETV1
KMT2D,DNAJC22
KMT2D,SRA1
KMT2D,PSMA5
KMT2D,PPM1B
KMT2D,PGRMC1
KMT2D,DIP2A
KMT2D,ARRDC3
KMT2D,OXLD1
KMT2D,MTPN
KMT2D,CCDC137
KMT2D,AA986860
KMT2D,RPP14
KMT2D,RHEBL1
KMT2D,MCCC2
KMT2D,MATN3
KMT2D,HTD2
KMT2D,1700102P08RIK
KMT2D,VASN
KMT2D,RNF182
KMT2D,NECTIN1
KMT2D,CAPZB
KMT2D,APRT
KMT2D,ABCC5
KMT2D,TBCCD1
KMT2D,SLC6A7
KMT2D,PDK2
KMT2D,GM27021
KMT2D,FAM172A
KMT2D,EMC8
KMT2D,DNAJB11
KMT2D,CYP20A1
KMT2D,COX4I1
KMT2D,BICDL1
KMT2D,B3GLCT
KMT2D,TRAPPC6B
KMT2D,ATP1B2
KMT2D,TSTD2
KMT2D,PDE9A
KMT2D,NCBP1
KMT2D,SPATA17
KMT2D,PTBP3
KMT2D,GPATCH2
KMT2D,GALNT2
KMT2D,CORO6
KMT2D,ATXN1L
KMT2D,NUDT2
KMT2D,KIF24
KMT2D,CX3CL1
KMT2D,TCIM
KMT2D,REXO5
KMT2D,PYCARD
KMT2D,MPRIP
KMT2D,ERI2
KMT2D,HSBP1
KMT2D,DDIT4L
KMT2D,CSTAD
KMT2D,CHST14
KMT2D,CDADC1
KMT2D,EIF2S2
KMT2D,MUTYH
KMT2D,THNSL1
KMT2D,PFKL
KMT2D,LSM2
KMT2D,ENKUR
KMT2D,CGRRF1
KMT2D,MTCP1
KMT2D,CMC4
KMT2D,BRCC3
KMT2D,ZFP653
KMT2D,ZBTB48
KMT2D,ZFP367
KMT2D,VAPB
KMT2D,SETD7
KMT2D,RGS19
KMT2D,PRDX6
KMT2D,UBE2Q2
KMT2D,TRIM13
KMT2D,SCAND1
KMT2D,EIF3A
KMT2D,DSCC1
KMT2D,DHDDS
KMT2D,CNBD2
KMT2D,WDR1
KMT2D,VGF
KMT2D,TTC26
KMT2D,TENT5A
KMT2D,PARK7
KMT2D,FUCA1
KMT2D,CDK8
KMT2D,LARP1
KMT2D,KHK
KMT2D,FAM177A
KMT2D,1700047I17RIK2
KMT2D,MTHFS
KMT2D,LPGAT1
KMT2D,KYAT3
KMT2D,HSD3B7
KMT2D,FAM207A
KMT2D,ERCC6L
KMT2D,SNRNP25
KMT2D,CCNF
KMT2D,TRP53BP1
KMT2D,STAG3
KMT2D,GPC2
KMT2D,BRD7
KMT2D,RAPGEF3
KMT2D,PLCXD2
KMT2D,PI4KB
KMT2D,MEX3C
KMT2D,KLHL8
KMT2D,HERC1
KMT2D,GAPVD1
KMT2D,C77080
KMT2D,RACK1
KMT2D,PHC3
KMT2D,N4BP3
KMT2D,SYS1
KMT2D,PINK1
KMT2D,MMS22L
KMT2D,LRP10
KMT2D,EPHB3
KMT2D,TMEM68
KMT2D,TGS1
KMT2D,POLR3G
KMT2D,MBLAC2
KMT2D,ZFP469
KMT2D,PACRGL
KMT2D,MYO1C
KMT2D,LZTS2
KMT2D,TPRKB
KMT2D,TBC1D16
KMT2D,RCOR3
KMT2D,NAT8F1
KMT2D,LOXL3
KMT2D,DOK1
KMT2D,CCDC40
KMT2D,ZFP667
KMT2D,TPPP
KMT2D,SYNJ2
KMT2D,PCYT2
KMT2D,COMMD7
KMT2D,CDC14B
KMT2D,SCFD2
KMT2D,CHRNB1
KMT2D,ABCG1
KMT2D,VCPKMT
KMT2D,TPM3
KMT2D,T2
KMT2D,SFXN1
KMT2D,MPG
KMT2D,B3GNT5
KMT2D,TSEN2
KMT2D,TPCN1
KMT2D,IQCD
KMT2D,GRK6
KMT2D,ISOC1
KMT2D,IMPAD1
KMT2D,EFTUD2
KMT2D,CDK19
KMT2D,CCDC103
KMT2D,UMAD1
KMT2D,TUSC3
KMT2D,TUFT1
KMT2D,SPINT2
KMT2D,RPA3
KMT2D,PRDM9
KMT2D,HAX1
KMT2D,GDPD5
KMT2D,FAM111A
KMT2D,DNAJB5
KMT2D,TTLL12
KMT2D,TMEM201
KMT2D,NIT2
KMT2D,PPARD
KMT2D,FADS1
KMT2D,DOCK1
KMT2D,DCXR
KMT2D,ASB1
KMT2D,TMEM38B
KMT2D,EPB41L3
KMT2D,CNPY1
KMT2D,AGFG2
KMT2D,TBC1D32
KMT2D,SNAP23
KMT2D,RRP1
KMT2D,LRP3
KMT2D,CNN3
KMT2D,BDP1
KMT2D,DPYSL2
KMT2D,MANBAL
KMT2D,EBAG9
KMT2D,DNAJB2
KMT2D,ZHX3
KMT2D,GNG7
KMT2D,EIF1AX
