Gene1,Gene2
NANOG,CBR3
NANOG,ARL13B
NANOG,TMEM94
NANOG,SNX14
NANOG,PPP4R3B
NANOG,PDE6D
NANOG,HPF1
NANOG,EPG5
NANOG,ZNF133
NANOG,ZBTB26
NANOG,TTC30B
NANOG,TMEM213
NANOG,SLC27A2
NANOG,RRS1
NANOG,MANSC1
NANOG,CYBRD1
NANOG,BIRC5
NANOG,ANKRD37
NANOG,WDR31
NANOG,USP49
NANOG,UQCRC1
NANOG,TRNAU1AP
NANOG,TNFAIP3
NANOG,STK39
NANOG,MAP3K13
NANOG,HEBP2
NANOG,EFHC1
NANOG,ATP6V1C1
NANOG,ZMAT2
NANOG,UNC13C
NANOG,TYSND1
NANOG,TOR1AIP1
NANOG,TMEM209
NANOG,THBS4
NANOG,TBCEL
NANOG,PRMT9
NANOG,PRDM4
NANOG,PIP5K1A
NANOG,PDE7A
NANOG,OC90
NANOG,MTX3
NANOG,MESP1
NANOG,BTAF1
NANOG,ZNF777
NANOG,WASHC5
NANOG,TMBIM1
NANOG,SMIM25
NANOG,NSMCE2
NANOG,MRPS18A
NANOG,EFTUD2
NANOG,CCDC103
NANOG,TBRG1
NANOG,SETD3
NANOG,RRP9
NANOG,PARP3
NANOG,NUP155
NANOG,FAM135A
NANOG,CCNK
NANOG,ALG13
NANOG,SPAG16
NANOG,POLR3B
NANOG,NAV2
NANOG,LCK
NANOG,SKA3
NANOG,RBBP9
NANOG,PRRG2
NANOG,NOSIP
NANOG,MRPL57
NANOG,EIF4EBP3
NANOG,ECHDC2
NANOG,DBR1
NANOG,ASXL2
NANOG,STARD3NL
NANOG,SPATS2L
NANOG,SGF29
NANOG,PKIG
NANOG,IP6K2
NANOG,CRHR2
NANOG,BIRC6
NANOG,ATXN10
NANOG,ACBD3
NANOG,ZNF397
NANOG,TGFA
NANOG,OIP5
NANOG,NUSAP1
NANOG,LRCH3
NANOG,LARS2
NANOG,IWS1
NANOG,GTPBP4
NANOG,GTPBP10
NANOG,DTD2
NANOG,UTP11
NANOG,TMEM45A
NANOG,STARD13
NANOG,PABPC1L
NANOG,OGT
NANOG,MRPS17
NANOG,FKTN
NANOG,FASTKD2
NANOG,FADS2
NANOG,DUSP23
NANOG,DMD
NANOG,CD244
NANOG,USO1
NANOG,TSHZ1
NANOG,PTGR2
NANOG,PARVA
NANOG,MCTP1
NANOG,DELE1
NANOG,WTAP
NANOG,UBP1
NANOG,TIGD1
NANOG,PRPF18
NANOG,MYOM2
NANOG,MCF2
NANOG,MAP7
NANOG,LRRC59
NANOG,EIF4E2
NANOG,CCDC65
NANOG,ZBTB41
NANOG,TYW1
NANOG,PRDM2
NANOG,IPO13
NANOG,HERPUD1
NANOG,FLYWCH2
NANOG,DDIT4
NANOG,CRB1
NANOG,CLGN
NANOG,RAB4B
NANOG,LEO1
NANOG,FNIP1
NANOG,E2F5
NANOG,CLDND1
NANOG,TRUB2
NANOG,TIPRL
NANOG,RBX1
NANOG,MRPL39
NANOG,MAML2
NANOG,COQ4
NANOG,ARHGEF39
NANOG,ZNF587
NANOG,UBA5
NANOG,RPS3A
NANOG,KCTD5
NANOG,ETV3
NANOG,ELMSAN1
NANOG,DPP3
NANOG,CHST8
NANOG,ARRDC4
NANOG,ACAD11
NANOG,ZDHHC5
NANOG,TMEM35B
NANOG,TEAD1
NANOG,SSR1
NANOG,SNX3
NANOG,PKN2
NANOG,MN1
NANOG,MARCH6
NANOG,COL1A2
NANOG,TMEM231
NANOG,SLC39A10
NANOG,PODNL1
NANOG,OLFML1
NANOG,NDST1
NANOG,METTL8
NANOG,GGH
NANOG,DCAF17
NANOG,DCAF15
NANOG,C11orf74
NANOG,BICRAL
NANOG,ATP6V0D2
NANOG,TGFBR3
NANOG,PDCD6IP
NANOG,MGST3
NANOG,LRRC3B
NANOG,FAM171A2
NANOG,DNAJC13
NANOG,CLPP
NANOG,CDKAL1
NANOG,TXNDC17
NANOG,RNMT
NANOG,ORC3
NANOG,MMADHC
NANOG,KIAA0753
NANOG,FAM210A
NANOG,CISD2
NANOG,UCP2
NANOG,SLC9A3R1
NANOG,RNF169
NANOG,NOC4L
NANOG,KDM4A
NANOG,DDX51
NANOG,BMF
NANOG,ZNF326
NANOG,SNX11
NANOG,MYNN
NANOG,KANSL1
NANOG,FAM156A
NANOG,CD9
NANOG,B3GAT3
NANOG,ZNF574
NANOG,TRA2B
NANOG,PPP1R11
NANOG,ZW10
NANOG,WDR46
NANOG,SAMD12
NANOG,PFDN6
NANOG,KIF20A
NANOG,FANCD2
NANOG,ENPP5
NANOG,EHD3
NANOG,CAPN14
NANOG,C1orf159
NANOG,BRD8
NANOG,ARHGEF35
NANOG,ANGPT1
NANOG,PPP1CB
NANOG,PMS2
NANOG,PDP1
NANOG,GGCX
NANOG,FLYWCH1
NANOG,E2F8
NANOG,CHORDC1
NANOG,CDH2
NANOG,CCDC34
NANOG,CAMK2D
NANOG,ALG9
NANOG,AIMP2
NANOG,TPRKB
NANOG,SF3A2
NANOG,RHOBTB2
NANOG,PLEKHJ1
NANOG,MAN1C1
NANOG,ACSS2
NANOG,ZNF724
NANOG,ZNF528
NANOG,TOR3A
NANOG,SDK2
NANOG,HDGF
NANOG,GMNN
NANOG,DYNLL1
NANOG,BRD3OS
NANOG,RER1
NANOG,RAB33A
NANOG,OGA
NANOG,NOP58
NANOG,NEBL
NANOG,MORN1
NANOG,MGAM2
NANOG,METTL1
NANOG,GTF3C6
NANOG,EEF1AKMT3
NANOG,CYP2R1
NANOG,CCNB2
NANOG,SP8
NANOG,PET117
NANOG,INAFM2
NANOG,FUT1
NANOG,ATXN7L1
NANOG,APLN
NANOG,ABI2
NANOG,VARS
NANOG,TRIP6
NANOG,SP7
NANOG,PKM
NANOG,IST1
NANOG,HIST2H2AC
NANOG,HIST2H2AB
NANOG,WNK3
NANOG,SH3KBP1
NANOG,RFX6
NANOG,POLA1
NANOG,PANK1
NANOG,EPHA5
NANOG,EEF2
NANOG,COL7A1
NANOG,ADAT1
NANOG,XAB2
NANOG,TUBB4B
NANOG,RPL23A
NANOG,RNF111
NANOG,RALGPS2
NANOG,PET100
NANOG,ESRRG
NANOG,CNOT4
NANOG,ATP5F1A
NANOG,ATG7
NANOG,TMBIM6
NANOG,ROR1
NANOG,PTPN12
NANOG,LMLN
NANOG,INTS3
NANOG,HACE1
NANOG,GCC2
NANOG,CTSV
NANOG,APEX2
NANOG,UQCRH
NANOG,UBC
NANOG,PDIA5
NANOG,LSM11
NANOG,LRRC41
NANOG,GFOD1
NANOG,CWF19L2
NANOG,TRMO
NANOG,SKP2
NANOG,POLR2E
NANOG,PLK4
NANOG,PIF1
NANOG,LMBRD2
NANOG,LCMT1
NANOG,HSD17B7
NANOG,FMO5
NANOG,EPHB6
NANOG,UGP2
NANOG,PCDHB8
NANOG,NGF
NANOG,MRPL20
NANOG,LCMT2
NANOG,HSPA5
NANOG,GOLGA6L7
NANOG,ADAL
NANOG,TRIM35
NANOG,PTK2B
NANOG,PHLDB1
NANOG,IKBKE
NANOG,CDYL
NANOG,VSX2
NANOG,SMARCD2
NANOG,PLK1
NANOG,PLBD2
NANOG,PDIA3
NANOG,PAF1
NANOG,MPDU1
NANOG,MED29
NANOG,LOC100996842
NANOG,KBTBD3
NANOG,IZUMO1
NANOG,GUSB
NANOG,ATP6V0A1
NANOG,ACPP
NANOG,AASDHPPT
NANOG,TMEM167B
NANOG,JPH1
NANOG,IFT172
NANOG,CELF3
NANOG,CCDC61
NANOG,ZNF318
NANOG,TIMM13
NANOG,SLC44A1
NANOG,SCUBE3
NANOG,RPP30
NANOG,RNF11
NANOG,DUS2
NANOG,DDX28
NANOG,SREK1
NANOG,MYCBPAP
NANOG,GLIS3
NANOG,BCAS4
NANOG,TMEM59L
NANOG,NDUFS2
NANOG,CKMT1A
NANOG,ADK
NANOG,YDJC
NANOG,TRMT44
NANOG,OLA1
NANOG,GPR89A
NANOG,CDKL5
NANOG,ACOX3
NANOG,TENM4
NANOG,TDRD7
NANOG,SLC9B2
NANOG,POLI
NANOG,OTUD7B
NANOG,MYO9B
NANOG,HINFP
NANOG,HAUS8
NANOG,HAUS6
NANOG,GRK6
NANOG,GNAL
NANOG,ZNF740
NANOG,SPTAN1
NANOG,SNRPE
NANOG,SLCO1B3
NANOG,RBM19
NANOG,OR2L13
NANOG,NRDC
NANOG,LARGE1
NANOG,KIAA0895
NANOG,EXOC2
NANOG,ERICH6
NANOG,EPS15
NANOG,CSAD
NANOG,ANLN
NANOG,ZFP14
NANOG,YKT6
NANOG,TSPAN10
NANOG,SPAG8
NANOG,OTUB2
NANOG,NPLOC4
NANOG,GPATCH3
NANOG,GAREM1
NANOG,FABP3
NANOG,DUSP4
NANOG,DPF3
NANOG,C11orf52
NANOG,ANXA6
NANOG,UIMC1
NANOG,STK32A
NANOG,SPTSSB
NANOG,MYCBP2
NANOG,HERC4
NANOG,C14orf28
NANOG,ARPC3
NANOG,ABRACL
NANOG,ZNF518B
NANOG,ZIC5
NANOG,ZFP42
NANOG,SRRM3
NANOG,FEM1B
NANOG,CENPA
NANOG,CCDC38
NANOG,CCDC18
NANOG,CCDC124
NANOG,AMDHD1
NANOG,AKAP9
NANOG,WDR17
NANOG,SRRM4
NANOG,SLC12A6
NANOG,RAB43
NANOG,OR11H2
NANOG,G0S2
NANOG,FAM102B
NANOG,CRNKL1
NANOG,CFAP61
NANOG,AIP
NANOG,UBE2J2
NANOG,RPL31
NANOG,EXPH5
NANOG,CRISP2
NANOG,COPS9
NANOG,VWA5A
NANOG,STX3
NANOG,SRY
NANOG,PIP4K2B
NANOG,PCBD2
NANOG,METTL14
NANOG,MAPK12
NANOG,KCNH1
NANOG,HNRNPF
NANOG,GNA14
NANOG,FBXL19
NANOG,DCAF8
NANOG,TAZ
NANOG,RNF166
NANOG,MYBL1
NANOG,IGF2BP3
NANOG,DNASE1L1
NANOG,CTU2
NANOG,CLDN1
NANOG,BBS1
NANOG,TCOF1
NANOG,SLC25A3
NANOG,SESN3
NANOG,MITF
NANOG,LGR5
NANOG,CDH17
NANOG,ARHGDIB
NANOG,ZNF444
NANOG,SUPT16H
NANOG,SPDYA
NANOG,POTEF
NANOG,NAT10
NANOG,NACA
NANOG,LAMA3
NANOG,HSF2
NANOG,GFI1B
NANOG,FAM8A1
NANOG,FAM161A
NANOG,CEP63
NANOG,CDC23
NANOG,BMS1
NANOG,ATP11C
NANOG,ANAPC13
NANOG,XPO4
NANOG,TNS2
NANOG,NAA38
NANOG,CYB5D1
NANOG,CCDC134
NANOG,USP54
NANOG,SNRNP25
NANOG,PTPRO
NANOG,POLR3K
NANOG,N4BP1
NANOG,MTMR4
NANOG,MRPL22
NANOG,METTL2B
NANOG,IVD
NANOG,ITGB3
NANOG,GYS2
NANOG,ATG4B
NANOG,AP5B1
NANOG,ZNF547
NANOG,ZNF501
NANOG,YIPF2
NANOG,WDR70
NANOG,WASHC1
NANOG,TRAPPC2B
NANOG,TIMM29
NANOG,NSG2
NANOG,MINPP1
NANOG,MED24
NANOG,LASP1
NANOG,GIPC1
NANOG,ERC2
NANOG,TCEA2
NANOG,SOCS2
NANOG,MRPS36
NANOG,GK
NANOG,DDX25
NANOG,DCDC2C
NANOG,CNOT8
NANOG,AMDHD2
NANOG,VIT
NANOG,TK1
NANOG,TIMM17A
NANOG,TCF3
NANOG,SNX15
NANOG,KDM3B
NANOG,DGKE
NANOG,DCPS
NANOG,CHST11
NANOG,CDNF
NANOG,C17orf67
NANOG,BDKRB2
NANOG,ANKRD1
NANOG,AFMID
NANOG,ZNFX1
NANOG,ZNF772
NANOG,UBXN11
NANOG,TK2
NANOG,SLC38A7
NANOG,SCP2
NANOG,NCOA4
NANOG,NCDN
NANOG,MTIF3
NANOG,MELK
NANOG,KIAA0319L
NANOG,KCTD14
NANOG,GOSR1
NANOG,DSC2
NANOG,DHCR24
NANOG,BORCS6
NANOG,RP2
NANOG,PPP6R1
NANOG,MRPL4
NANOG,LRP1
NANOG,GPRC5C
NANOG,GFY
NANOG,DAZAP2
NANOG,ZNF669
NANOG,SEC61B
NANOG,SEC24D
NANOG,SEC23A
NANOG,PCDHB13
NANOG,NQO1
NANOG,KLF8
NANOG,GTF3A
NANOG,FRYL
NANOG,ERMP1
NANOG,DHX36
NANOG,CHSY1
NANOG,CEBPZ
NANOG,C12orf10
NANOG,ALG2
NANOG,ZSWIM3
NANOG,ZNF410
NANOG,ZC3H11A
NANOG,USP16
NANOG,MRPL33
NANOG,MND1
NANOG,INPP5F
NANOG,ACOT8
NANOG,WDR54
NANOG,TMEM125
NANOG,RBCK1
NANOG,PELO
NANOG,NKIRAS2
NANOG,NCKAP1
NANOG,MXD3
NANOG,LXN
NANOG,ITGA1
NANOG,IQCB1
NANOG,IL17D
NANOG,EAF2
NANOG,DNAJC7
NANOG,CROCC
NANOG,CLEC2B
NANOG,C2orf81
NANOG,C19orf66
NANOG,C17orf80
NANOG,ZNF316
NANOG,STAM2
NANOG,NSFL1C
NANOG,MACC1
NANOG,LAMTOR5
NANOG,ISG20
NANOG,HMG20B
NANOG,EVX1
NANOG,DNMT1
NANOG,DLGAP5
NANOG,CYB5A
NANOG,CMPK1
NANOG,CIAO3
NANOG,CARNMT1
NANOG,BRI3
NANOG,ZNF317
NANOG,WDR53
NANOG,TMC5
NANOG,SELENOF
NANOG,SCAMP1
NANOG,PSMC3
NANOG,HS2ST1
NANOG,FBXO45
NANOG,E4F1
NANOG,CTSC
NANOG,CALHM4
NANOG,TRMT10C
NANOG,SWSAP1
NANOG,SNTG2
NANOG,RPS28
NANOG,NTNG2
NANOG,HNMT
NANOG,GABRA1
NANOG,EXD1
NANOG,CHP1
NANOG,CD109
NANOG,ARHGEF12
NANOG,ANKRD20A3
NANOG,ANKRD20A2
NANOG,ZNHIT1
NANOG,ZNF20
NANOG,TMEM106A
NANOG,TAX1BP3
NANOG,STK25
NANOG,SEC13
NANOG,S100A2
NANOG,PRR16
NANOG,PPFIBP2
NANOG,POU2F2
NANOG,PLOD3
NANOG,MUC1
NANOG,MAFG
NANOG,HNRNPH2
NANOG,GPKOW
NANOG,GLA
NANOG,EMC6
NANOG,EEF1E1
NANOG,CT62
NANOG,CLNS1A
NANOG,CBLIF
NANOG,CAPN2
NANOG,ZNF746
NANOG,ZNF142
NANOG,WSB2
NANOG,SF3B1
NANOG,OVCH1
NANOG,NCLN
NANOG,HNRNPA1L2
NANOG,HMGB3
NANOG,FAM227B
NANOG,EPB41L4B
NANOG,CRYL1
NANOG,BTF3
NANOG,BCS1L
NANOG,ACTR2
NANOG,TRMT12
NANOG,TMEM68
NANOG,TMEM271
NANOG,THAP7
NANOG,TGS1
NANOG,RGS4
NANOG,RERG
NANOG,PSMC6
NANOG,PRPF4
NANOG,NRSN1
NANOG,LONP2
NANOG,HEATR1
NANOG,CGB5
NANOG,CDC26
NANOG,C12orf29
NANOG,BHLHB9
NANOG,ASPH
NANOG,ZNF438
NANOG,XRCC5
NANOG,SP4
NANOG,RPRD2
NANOG,RABL2A
NANOG,IPO7
NANOG,HPCA
NANOG,GLT1D1
NANOG,GFPT1
NANOG,CAMK2N1
NANOG,AGO1
NANOG,ZNHIT6
NANOG,ZNF799
NANOG,TPTEP2-CSNK1E
NANOG,SYS1
NANOG,PDF
NANOG,PAQR8
NANOG,P4HTM
NANOG,NDUFA8
NANOG,NDUFA12
NANOG,MUC15
NANOG,MORN5
NANOG,MCOLN3
NANOG,MAK16
NANOG,LIMA1
NANOG,FMNL3
NANOG,AP2B1
NANOG,AGPS
NANOG,ZNF423
NANOG,TUSC3
NANOG,SSU72
NANOG,RBL1
NANOG,MDP1
NANOG,LAMP3
NANOG,COL4A2
NANOG,COL4A1
NANOG,C5orf34
NANOG,TMEM17
NANOG,TAF13
NANOG,ST20-MTHFS
NANOG,ST20
NANOG,SH3PXD2A
NANOG,SAP18
NANOG,PTPRCAP
NANOG,PIP4P2
NANOG,NCAPH
NANOG,HSPA6
NANOG,GTF2B
NANOG,DIP2A
NANOG,CXCL8
NANOG,CRLS1
NANOG,ATG10
NANOG,ATAD3B
NANOG,ABCB4
NANOG,TRIM32
NANOG,SNRPA
NANOG,SLX4IP
NANOG,SHC3
NANOG,RIPK1
NANOG,RAD54L2
NANOG,PTGES3
NANOG,ONECUT1
NANOG,NAPG
NANOG,MPC2
NANOG,MKKS
NANOG,KAT5
NANOG,HIGD1A
NANOG,GNG3
NANOG,DLX1
NANOG,DHX34
NANOG,DCAF6
NANOG,COQ3
NANOG,COMMD1
NANOG,C19orf54
NANOG,BSCL2
NANOG,ATP13A1
NANOG,ASTN2
NANOG,ANO4
NANOG,TPM1
NANOG,TDP2
NANOG,SCNN1G
NANOG,RAB6A
NANOG,PCDH15
NANOG,MSH3
NANOG,MNX1
NANOG,MAB21L4
NANOG,DHFR
NANOG,COX7B
NANOG,ARID2
NANOG,ACOT13
NANOG,ZBTB43
NANOG,TUBGCP5
NANOG,TAF2
NANOG,SLC39A14
NANOG,RUFY4
NANOG,PRR13
NANOG,MYL5
NANOG,LATS1
NANOG,GTF3C5
NANOG,GDI2
NANOG,ENSA
NANOG,ARRDC3
NANOG,AP2M1
NANOG,ZUP1
NANOG,ZNF264
NANOG,USP22
NANOG,UBIAD1
NANOG,TTLL11
NANOG,TTC5
NANOG,TLCD1
NANOG,SPNS1
NANOG,SMG8
NANOG,SLC2A4
NANOG,SIRT1
NANOG,RAB23
NANOG,POLR1E
NANOG,PLOD2
NANOG,PHF6
NANOG,PGGT1B
NANOG,LIN7C
NANOG,IFI6
NANOG,GPR1
NANOG,FAM131A
NANOG,EDA
NANOG,CUL7
NANOG,CLASP1
NANOG,CDKN2AIPNL
NANOG,CDC42BPA
NANOG,CD40LG
NANOG,C8orf48
NANOG,ATP6V1E1
NANOG,ASB9
NANOG,ADGRL4
NANOG,ABCB9
NANOG,XPO5
NANOG,THAP9
NANOG,TEKT3
NANOG,POLH
NANOG,PDE5A
NANOG,NREP
NANOG,LOXHD1
NANOG,LAD1
NANOG,CTSO
NANOG,CORO1C
NANOG,COPS6
NANOG,CDIP1
NANOG,APH1B
NANOG,ZNF544
NANOG,TRMT112
NANOG,TATDN1
NANOG,TACC1
NANOG,SRP72
NANOG,SEC61A1
NANOG,SC5D
NANOG,RETREG2
NANOG,PRDX5
NANOG,POLN
NANOG,NDUFB9
NANOG,ITGA4
NANOG,HSPA1L
NANOG,HSPA1A
NANOG,HAUS3
NANOG,GALT
NANOG,FTSJ1
NANOG,ELMO3
NANOG,CNPPD1
NANOG,CNOT3
NANOG,CIPC
NANOG,BDNF
NANOG,ATP5MC2
NANOG,ADGRL1
NANOG,ABCB11
NANOG,ZNF804A
NANOG,WASHC4
NANOG,TWNK
NANOG,TRIP12
NANOG,TRIM68
NANOG,TRABD2A
NANOG,TAF5
NANOG,SRPK2
NANOG,SPATA20
NANOG,RNF150
NANOG,RCBTB2
NANOG,PMPCA
NANOG,PKN3
NANOG,PAH
NANOG,MRPL43
NANOG,FOXK2
NANOG,FBXO36
NANOG,EXOC5
NANOG,ENTR1
NANOG,CDKL2
NANOG,CC2D1A
NANOG,CAMKV
NANOG,C1orf216
NANOG,C19orf57
NANOG,BDH1
NANOG,ASCL1
NANOG,ARPC1A
NANOG,YIPF3
NANOG,TM9SF2
NANOG,SRGAP3
NANOG,SNIP1
NANOG,RANBP9
NANOG,RAD9A
NANOG,PTS
NANOG,POLR1C
NANOG,PARP4
NANOG,NT5DC1
NANOG,MAPK14
NANOG,KCNE1
NANOG,GADL1
NANOG,FCHSD2
NANOG,ENPP2
NANOG,DYRK3
NANOG,COTL1
NANOG,CDK19
NANOG,CAB39
NANOG,AMD1
NANOG,ACADS
NANOG,ZNF75D
NANOG,ZNF449
NANOG,TMEM161B
NANOG,RPL38
NANOG,PLGRKT
NANOG,PIK3R4
NANOG,LRRC10B
NANOG,GNA12
NANOG,DMRTA1
NANOG,CSRNP3
NANOG,CPXM1
NANOG,ZNF704
NANOG,ZNF500
NANOG,ZNF267
NANOG,SLC25A18
NANOG,SLC12A5
NANOG,RRNAD1
NANOG,RLF
NANOG,PSMD5
NANOG,PHF5A
NANOG,MFSD14A
NANOG,LRRK1
NANOG,KMT5B
NANOG,ISG20L2
NANOG,FIGN
NANOG,FAM160A1
NANOG,DNAI2
NANOG,DNAH2
NANOG,CHAMP1
NANOG,CDK16
NANOG,C2orf69
NANOG,BRI3BP
NANOG,ATP7B
NANOG,ACO2
NANOG,VPS36
NANOG,TXNRD1
NANOG,TUBGCP6
NANOG,TTI1
NANOG,TBC1D4
NANOG,SMNDC1
NANOG,SETD1A
NANOG,RPRD1B
NANOG,RNF186
NANOG,PHOSPHO2-KLHL23
NANOG,PHOSPHO2
NANOG,PDGFC
NANOG,PARD6A
NANOG,KLHL3
NANOG,KLHL26
NANOG,COL24A1
NANOG,COG2
NANOG,CCDC173
NANOG,ANKEF1
NANOG,ANAPC10
NANOG,ACD
NANOG,ABCE1
NANOG,ZMYM5
NANOG,VAV3
NANOG,UTP15
NANOG,TCN2
NANOG,STX7
NANOG,SSNA1
NANOG,SMPD2
NANOG,SLC35A1
NANOG,SCLY
NANOG,PPIL6
NANOG,PI4K2A
NANOG,OR8G2P
NANOG,NDNF
NANOG,NCBP2-AS2
NANOG,NCBP2
NANOG,LRRCC1
NANOG,GOLGA4
NANOG,DNPH1
NANOG,DNAJC2
NANOG,ANKRA2
NANOG,ANAPC2
NANOG,ADAMTS18
NANOG,ZNF430
NANOG,WDR12
NANOG,TRIP11
NANOG,TFE3
NANOG,SLC46A3
NANOG,SKAP2
NANOG,RUBCNL
NANOG,POLE4
NANOG,PNKP
NANOG,PLEKHG7
NANOG,PCNT
NANOG,GABRG2
NANOG,ETV2
NANOG,ELK1
NANOG,EIF3L
NANOG,CD274
NANOG,CARF
NANOG,C21orf58
NANOG,BRINP2
NANOG,BID
NANOG,ANXA8L1
NANOG,ZNF354C
NANOG,XPO1
NANOG,WASF2
NANOG,STX4
NANOG,PSMD11
NANOG,PDE3A
NANOG,MPI
NANOG,MON1A
NANOG,MFN2
NANOG,MCMBP
NANOG,MAP2
NANOG,LETM1
NANOG,GRM4
NANOG,GAS1
NANOG,ERI3
NANOG,DEPDC1B
NANOG,COL9A3
NANOG,BDP1
NANOG,ZNF180
NANOG,ZFP1
NANOG,TMEM234
NANOG,SPOCD1
NANOG,SCRIB
NANOG,RPS19
NANOG,RCAN2
NANOG,PTHLH
NANOG,PSMD2
NANOG,PSMA5
NANOG,PRKACA
NANOG,PDCL3
NANOG,NPIPA3
NANOG,NPIPA2
NANOG,NPAS1
NANOG,MTG1
NANOG,LYPLA2
NANOG,KY
NANOG,IRGM
NANOG,IFNAR1
NANOG,GRAP2
NANOG,GPHN
NANOG,GLB1L2
NANOG,FHAD1
NANOG,FBH1
NANOG,ETF1
NANOG,EMSY
NANOG,EIF3I
NANOG,DOCK8
NANOG,DNAJC30
NANOG,DCAF5
NANOG,C9orf66
NANOG,BUD23
NANOG,BLMH
NANOG,BACE1
NANOG,ASAH2B
NANOG,ANKRD16
NANOG,ADARB2
NANOG,ZNF808
NANOG,ZNF285
NANOG,TNPO1
NANOG,SLC5A7
NANOG,SAP30
NANOG,RNF212B
NANOG,RBM12
NANOG,RAN
NANOG,PPP6C
NANOG,OXSM
NANOG,NGLY1
NANOG,KLHL11
NANOG,GNAS
NANOG,GEMIN8
NANOG,EXTL2
NANOG,CPNE1
NANOG,CPEB4
NANOG,CCDC15
NANOG,CASP8
NANOG,C9orf64
NANOG,C17orf97
NANOG,ZNF732
NANOG,ZNF529
NANOG,SEPT7
NANOG,SEMA6D
NANOG,RBM17
NANOG,PEX12
NANOG,PARVG
NANOG,NOC3L
NANOG,MEST
NANOG,LRCH4
NANOG,FBXO24
NANOG,FANCI
NANOG,CHURC1-FNTB
NANOG,CHURC1
NANOG,BZW1
NANOG,ATF2
NANOG,ASPSCR1
NANOG,TMEM64
NANOG,TMEM143
NANOG,TMEM11
NANOG,TIGAR
NANOG,THOC1
NANOG,TEX14
NANOG,RALA
NANOG,PSIP1
NANOG,PLS1
NANOG,NBDY
NANOG,MED26
NANOG,MATR3
NANOG,M6PR
NANOG,ISOC1
NANOG,FAM204A
NANOG,EXOSC8
NANOG,ETFRF1
NANOG,DMXL2
NANOG,DDX3X
NANOG,CENPN
NANOG,CDK6
NANOG,CCAR1
NANOG,CASC1
NANOG,BMP7
NANOG,ARID3B
NANOG,ARHGAP18
NANOG,ZDHHC24
NANOG,YPEL2
NANOG,WDR77
NANOG,THAP6
NANOG,SOS2
NANOG,SNRPA1
NANOG,SLC30A5
NANOG,SELENOO
NANOG,RPS2
NANOG,PTGS1
NANOG,PARP16
NANOG,NFAT5
NANOG,MOB1B
NANOG,LYPD5
NANOG,LIG3
NANOG,FAM184B
NANOG,EPS15L1
NANOG,EIF2AK4
NANOG,DNAJC1
NANOG,DAAM1
NANOG,CHKB
NANOG,CHEK1
NANOG,ATP5PB
NANOG,ANKRD36C
NANOG,ACTN3
NANOG,ZNF726
NANOG,UBE2B
NANOG,SLITRK1
NANOG,RNASEH2A
NANOG,PNN
NANOG,PLK3
NANOG,NICN1
NANOG,NBPF7
NANOG,MGAT4B
NANOG,MAP4K5
NANOG,KMO
NANOG,GLDC
NANOG,ERLEC1
NANOG,EPHA2
NANOG,DCT
NANOG,CLDN10
NANOG,BTBD3
NANOG,ATL1
NANOG,ATIC
NANOG,ATAD5
NANOG,ASB3
NANOG,ZNF770
NANOG,SPATA4
NANOG,SMIM8
NANOG,SLC6A5
NANOG,RSPH9
NANOG,RSL24D1
NANOG,RPL35
NANOG,RABL2B
NANOG,PPM1G
NANOG,PJA2
NANOG,PCYOX1L
NANOG,PCNX2
NANOG,NT5C2
NANOG,NDUFV1
NANOG,MAPRE3
NANOG,LAMB1
NANOG,IRF1
NANOG,HOXC10
NANOG,HADH
NANOG,EP300
NANOG,DUT
NANOG,DRG1
NANOG,DDIT3
NANOG,DAXX
NANOG,CEP55
NANOG,C1orf174
NANOG,ASAH1
NANOG,ARPC5L
NANOG,APC
NANOG,AGGF1
NANOG,USP42
NANOG,TMED7-TICAM2
NANOG,TMED7
NANOG,SMARCA4
NANOG,SERTAD2
NANOG,RUFY1
NANOG,RPL29
NANOG,PTTG1
NANOG,PDIA6
NANOG,PAPOLG
NANOG,LBH
NANOG,KLF15
NANOG,FAM117A
NANOG,FAM107B
NANOG,CXorf58
NANOG,CLUL1
NANOG,CFAP54
NANOG,CDCA4
NANOG,AVEN
NANOG,ATP6AP1
NANOG,ATMIN
NANOG,ARL9
NANOG,ARHGEF2
NANOG,ARHGEF10
NANOG,ZNF692
NANOG,ZNF624
NANOG,UTP4
NANOG,UTP14A
NANOG,UBE2U
NANOG,TPGS2
NANOG,TAX1BP1
NANOG,SUN2
NANOG,SNX10
NANOG,PMF1-BGLAP
NANOG,PMF1
NANOG,NTS
NANOG,MRPS10
NANOG,KLHL7
NANOG,ITGAV
NANOG,HMGCL
NANOG,HFM1
NANOG,EXOSC9
NANOG,EFEMP1
NANOG,DERPC
NANOG,DAPP1
NANOG,DAGLA
NANOG,CLSPN
NANOG,CHTF8
NANOG,CALHM6
NANOG,C1orf210
NANOG,BRAT1
NANOG,AMOTL1
NANOG,AKR1C2
NANOG,AGFG1
NANOG,ZNF311
NANOG,TUT4
NANOG,TMEM237
NANOG,SLC25A30
NANOG,RRN3
NANOG,RNF139
NANOG,RCL1
NANOG,PRLHR
NANOG,NFKBIA
NANOG,MZT2A
NANOG,MVB12A
NANOG,HRK
NANOG,GSK3B
NANOG,GMEB1
NANOG,CLVS2
NANOG,C6orf106
NANOG,AGO3
NANOG,AFDN
NANOG,ZSCAN5A
NANOG,ZNF552
NANOG,ZNF418
NANOG,YIF1A
