Gene1,Gene2,Score
NCOR2,GPKOW,116.0
NCOR2,CSDE1,195.0
NCOR2,CDKL3,195.0
NCOR2,CAMKK2,195.0
NCOR2,ASPHD1,195.0
NCOR2,UGGT1,126.0
NCOR2,TBRG4,194.0
NCOR2,SUCNR1,194.0
NCOR2,REXO4,108.0
NCOR2,NDC80,194.0
NCOR2,MINK1,101.0
NCOR2,LIN52,101.0
NCOR2,LIMK2,111.0
NCOR2,IGSF8,194.0
NCOR2,ALDH6A1,101.0
NCOR2,COQ9,193.0
NCOR2,COIL,193.0
NCOR2,CIAPIN1,193.0
NCOR2,C8B,111.0
NCOR2,BRPF3,108.0
NCOR2,SCN3A,192.0
NCOR2,PFDN5,192.0
NCOR2,LYZL6,192.0
NCOR2,LATS2,192.0
NCOR2,ITPKB,192.0
NCOR2,DHDDS,107.0
NCOR2,DGCR2,114.0
NCOR2,CYP4F15,192.0
NCOR2,CTSH,103.0
NCOR2,CLINT1,119.0
NCOR2,ARMC7,109.0
NCOR2,ZFYVE1,110.0
NCOR2,TWNK,120.0
NCOR2,MXD4,191.0
NCOR2,MRPL43,120.0
NCOR2,KDELC1,103.0
NCOR2,HIST1H4N,102.0
NCOR2,COA7,191.0
NCOR2,BIVM,103.0
NCOR2,ATG16L2,108.0
NCOR2,WARS2,190.0
NCOR2,TBC1D17,190.0
NCOR2,SLC25A32,190.0
NCOR2,NT5DC3,190.0
NCOR2,MTMR9,190.0
NCOR2,MON1B,116.0
NCOR2,FEM1B,190.0
NCOR2,FBXL18,190.0
NCOR2,DCAF13,190.0
NCOR2,ARSB,190.0
NCOR2,AKT1S1,190.0
NCOR2,ZFP809,189.0
NCOR2,TSEN15,189.0
NCOR2,TIFAB,189.0
NCOR2,PPM1A,107.0
NCOR2,POC1B,189.0
NCOR2,NFXL1,102.0
NCOR2,KCNH1,189.0
NCOR2,IVD,122.0
NCOR2,IFIT3,189.0
NCOR2,HPGDS,189.0
NCOR2,GPS2,189.0
NCOR2,GALNT4,189.0
NCOR2,DAZL,189.0
NCOR2,ALDH1L1,189.0
NCOR2,ALDH1A1,189.0
NCOR2,TRIM44,109.0
NCOR2,QPCT,114.0
NCOR2,IRAK3,188.0
NCOR2,HAUS1,188.0
NCOR2,ATP5A1,188.0
NCOR2,AIG1,109.0
NCOR2,RABL6,187.0
NCOR2,FYB2,187.0
NCOR2,FCGR1,187.0
NCOR2,EXT2,187.0
NCOR2,ATG101,187.0
NCOR2,TIMM8B,110.0
NCOR2,SDHD,110.0
NCOR2,RNF125,186.0
NCOR2,MRPL45,186.0
NCOR2,LSM6,186.0
NCOR2,ILKAP,186.0
NCOR2,HEXA,112.0
NCOR2,ARMH3,186.0
NCOR2,SMYD4,106.0
NCOR2,SCAP,185.0
NCOR2,SBNO2,185.0
NCOR2,SAFB2,185.0
NCOR2,SAFB,185.0
NCOR2,RPA1,106.0
NCOR2,RANBP2,185.0
NCOR2,MAD2L2,185.0
NCOR2,FAM53C,109.0
NCOR2,ARHGAP4,185.0
NCOR2,ACOT3,185.0
NCOR2,VARS2,107.0
NCOR2,SPTLC2,184.0
NCOR2,POLR2F,184.0
NCOR2,PLLP,184.0
NCOR2,PDCL3,184.0
NCOR2,JADE1,184.0
NCOR2,ITGA4,184.0
NCOR2,FILIP1L,184.0
NCOR2,CYSLTR1,184.0
NCOR2,CCDC50,184.0
NCOR2,CAMP,184.0
NCOR2,APOBEC1,106.0
NCOR2,1700088E04RIK,184.0
NCOR2,ZBTB45,183.0
NCOR2,USP37,115.0
NCOR2,TRIM59,183.0
NCOR2,SPATA6,183.0
NCOR2,RPL37A,183.0
NCOR2,KDELR2,183.0
NCOR2,CNOT9,115.0
NCOR2,RBM15B,182.0
NCOR2,MARCH8,182.0
NCOR2,LIN37,182.0
NCOR2,BIRC2,106.0
NCOR2,ZFP97,109.0
NCOR2,ZC3H18,181.0
NCOR2,UFC1,101.0
NCOR2,TRAF3IP3,181.0
NCOR2,TMEM160,181.0
NCOR2,HCFC2,181.0
NCOR2,EXOC3,181.0
NCOR2,CTSC,181.0
NCOR2,CCNO,181.0
NCOR2,ADAR,109.0
NCOR2,UPK2,180.0
NCOR2,TIAL1,102.0
NCOR2,SLC25A38,180.0
NCOR2,KNSTRN,180.0
NCOR2,KCNK13,180.0
NCOR2,DRG1,180.0
NCOR2,DDRGK1,180.0
NCOR2,CSK,180.0
NCOR2,CERCAM,180.0
NCOR2,LTO1,103.0
NCOR2,H2-OB,179.0
NCOR2,CAMK2N1,179.0
NCOR2,RASGEF1B,178.0
NCOR2,GNA15,178.0
NCOR2,ENPP4,178.0
NCOR2,CSRP2,178.0
NCOR2,ANLN,178.0
NCOR2,RTCA,177.0
NCOR2,RPA2,177.0
NCOR2,NAA40,177.0
NCOR2,IFI204,177.0
NCOR2,VEGFC,176.0
NCOR2,TARDBP,176.0
NCOR2,SLC46A3,107.0
NCOR2,SLC25A30,176.0
NCOR2,SECISBP2L,176.0
NCOR2,RRN3,109.0
NCOR2,RPS24,176.0
NCOR2,MUP19,176.0
NCOR2,KLF6,176.0
NCOR2,CD164,176.0
NCOR2,CCDC138,176.0
NCOR2,ALDOA,176.0
NCOR2,ZFP420,175.0
NCOR2,SLC25A37,175.0
NCOR2,RBM7,175.0
NCOR2,NR1I2,175.0
NCOR2,MRPS2,175.0
NCOR2,MFAP3,175.0
NCOR2,GM5617,175.0
NCOR2,FAM114A2,175.0
NCOR2,DGCR6,175.0
NCOR2,ABCC5,175.0
NCOR2,YEATS2,174.0
NCOR2,TEP1,105.0
NCOR2,MKRN3,105.0
NCOR2,HSPBP1,174.0
NCOR2,GRK3,174.0
NCOR2,FAM161A,174.0
NCOR2,CASC3,174.0
NCOR2,BC147527,174.0
NCOR2,TOMM34,173.0
NCOR2,ORAI2,173.0
NCOR2,HNRNPD,173.0
NCOR2,FGG,173.0
NCOR2,CLASRP,173.0
NCOR2,ZFP58,172.0
NCOR2,ZFP174,104.0
NCOR2,VAMP4,172.0
NCOR2,TNNI2,172.0
NCOR2,SOD1,172.0
NCOR2,MCMBP,172.0
NCOR2,IYD,172.0
NCOR2,DYNLRB1,102.0
NCOR2,CREG1,172.0
NCOR2,CCDC92B,172.0
NCOR2,ALG14,103.0
NCOR2,RNASET2B,171.0
NCOR2,RNASET2A,171.0
NCOR2,METTL8,104.0
NCOR2,HIST1H4J,171.0
NCOR2,H2-Q1,171.0
NCOR2,GM6710,103.0
NCOR2,GM14391,103.0
NCOR2,E030030I06RIK,171.0
NCOR2,DPH6,171.0
NCOR2,DCAF17,104.0
NCOR2,CTLA2B,171.0
NCOR2,THEM7,170.0
NCOR2,SNX30,170.0
NCOR2,RAB14,170.0
NCOR2,MTIF3,170.0
NCOR2,MRO,170.0
NCOR2,MRNIP,170.0
NCOR2,LRIG2,170.0
NCOR2,GM10639,170.0
NCOR2,GAS2L3,170.0
NCOR2,BRAF,170.0
NCOR2,ZFP639,169.0
NCOR2,TNIP3,169.0
NCOR2,PSTK,169.0
NCOR2,DHX36,169.0
NCOR2,ATP9B,110.0
NCOR2,SLC25A53,168.0
NCOR2,PSMD11,168.0
NCOR2,PFKFB3,168.0
NCOR2,OSTM1,168.0
NCOR2,LIFR,168.0
NCOR2,KHK,168.0
NCOR2,DOCK10,168.0
NCOR2,DNAJC25,168.0
NCOR2,CYP3A57,168.0
NCOR2,CCL7,168.0
NCOR2,YIPF6,167.0
NCOR2,VMP1,167.0
NCOR2,TIE1,167.0
NCOR2,TCP1,167.0
NCOR2,SAE1,167.0
NCOR2,NCOR2,167.0
NCOR2,MTMR11,167.0
NCOR2,MRPL18,167.0
NCOR2,MINDY4,167.0
NCOR2,FAM198A,167.0
NCOR2,DNMT3A,167.0
NCOR2,BIN1,167.0
NCOR2,ZFP467,166.0
NCOR2,SOX7,166.0
NCOR2,PHLPP1,166.0
NCOR2,HNRNPU,166.0
NCOR2,HIST1H4I,166.0
NCOR2,CALR,166.0
NCOR2,BNIP3L,166.0
NCOR2,AMMECR1L,166.0
NCOR2,ADGRE4,166.0
NCOR2,ZFP658,165.0
NCOR2,REX1BD,165.0
NCOR2,RAB33B,165.0
NCOR2,PRSS8,165.0
NCOR2,MUP7,165.0
NCOR2,MITF,165.0
NCOR2,DECR1,165.0
NCOR2,C9,165.0
NCOR2,ADGRA3,165.0
NCOR2,TATDN1,164.0
NCOR2,SOD2,164.0
NCOR2,SLC16A10,164.0
NCOR2,SERPINA11,164.0
NCOR2,RFT1,164.0
NCOR2,NDUFB9,164.0
NCOR2,MRPS34,164.0
NCOR2,KCTD7,164.0
NCOR2,GTF2IRD2,164.0
NCOR2,GH,164.0
NCOR2,FBXO7,164.0
NCOR2,EPC1,164.0
NCOR2,EME2,164.0
NCOR2,CLIC4,164.0
NCOR2,BBS10,164.0
NCOR2,WDR90,163.0
NCOR2,TBK1,163.0
NCOR2,SSB,163.0
NCOR2,OLFR433,163.0
NCOR2,MAFB,163.0
NCOR2,JDP2,163.0
NCOR2,FCGR4,163.0
NCOR2,CCT4,163.0
NCOR2,VPS37C,162.0
NCOR2,RASL11B,162.0
NCOR2,RAD1,162.0
NCOR2,PM20D2,162.0
NCOR2,LGALS8,162.0
NCOR2,BRIX1,162.0
NCOR2,TMEM211,161.0
NCOR2,TLR2,161.0
NCOR2,SOX6,161.0
NCOR2,SNU13,161.0
NCOR2,SEC22A,161.0
NCOR2,RGS14,161.0
NCOR2,PHRF1,161.0
NCOR2,MAGEB3,161.0
NCOR2,ICE1,161.0
NCOR2,H3F3A,161.0
NCOR2,GRSF1,161.0
NCOR2,FLCN,161.0
NCOR2,FGFBP3,161.0
NCOR2,CTDSPL2,161.0
NCOR2,ANKRD13D,161.0
NCOR2,WIPI2,160.0
NCOR2,RPS21,160.0
NCOR2,PGGHG,160.0
NCOR2,MYDGF,160.0
NCOR2,LEKR1,160.0
NCOR2,ERMP1,160.0
NCOR2,ERICH1,160.0
NCOR2,CHD9,160.0
NCOR2,BIRC5,160.0
NCOR2,ADGRA2,160.0
NCOR2,TEX261,159.0
NCOR2,SLC25A28,159.0
NCOR2,SLC20A2,159.0
NCOR2,SIRT3,159.0
NCOR2,PSMD13,159.0
NCOR2,NDEL1,159.0
NCOR2,MRTO4,159.0
NCOR2,LRIG1,159.0
NCOR2,IRF1,159.0
NCOR2,IGFBP1,159.0
NCOR2,FHIT,159.0
NCOR2,FAM76B,159.0
NCOR2,EMC1,159.0
NCOR2,DACT3,159.0
NCOR2,CNBP,159.0
NCOR2,CEP57,159.0
NCOR2,CEP152,159.0
NCOR2,BHLHE41,159.0
NCOR2,AMN1,159.0
NCOR2,TSHZ2,158.0
NCOR2,SUSD1,158.0
NCOR2,SOCS1,158.0
NCOR2,ROMO1,158.0
NCOR2,PPP4R3A,158.0
NCOR2,NFS1,158.0
NCOR2,EXOC8,158.0
NCOR2,DOCK2,158.0
NCOR2,B3GAT3,158.0
NCOR2,ZFP955A,157.0
NCOR2,SPATA17,157.0
NCOR2,ITIH2,157.0
NCOR2,GPATCH2,157.0
NCOR2,GPANK1,157.0
NCOR2,CSNK2B,157.0
NCOR2,BLOC1S6,157.0
NCOR2,AGO1,157.0
NCOR2,ACO1,157.0
NCOR2,ZIM1,156.0
NCOR2,WDR61,156.0
NCOR2,TBX6,156.0
NCOR2,SUFU,156.0
NCOR2,SLC17A6,156.0
NCOR2,RIN3,156.0
NCOR2,RAP1GDS1,156.0
NCOR2,PI4K2A,156.0
NCOR2,P2RY12,156.0
NCOR2,MSH3,156.0
NCOR2,MFSD12,156.0
NCOR2,MAN2C1,156.0
NCOR2,INSIG1,156.0
NCOR2,GRM2,156.0
NCOR2,ELF3,156.0
NCOR2,DHFR,156.0
NCOR2,CPLX3,156.0
NCOR2,CMKLR1,156.0
NCOR2,CASP1,156.0
NCOR2,ASB4,156.0
NCOR2,ACTR1A,156.0
NCOR2,AAK1,156.0
NCOR2,ZFP456,155.0
NCOR2,TRAPPC4,155.0
NCOR2,TAZ,155.0
NCOR2,SOS1,155.0
NCOR2,SNAI3,155.0
NCOR2,SLC25A39,155.0
NCOR2,RPS25,155.0
NCOR2,RNASEH2C,155.0
NCOR2,PROB1,155.0
NCOR2,LDHA,155.0
NCOR2,LCMT2,155.0
NCOR2,KEAP1,155.0
NCOR2,DNASE1L1,155.0
NCOR2,DEPDC5,155.0
NCOR2,AOAH,155.0
NCOR2,ADAL,155.0
NCOR2,ZBTB21,154.0
NCOR2,MSR1,154.0
NCOR2,MPI,154.0
NCOR2,INPP5E,154.0
NCOR2,GTPBP8,154.0
NCOR2,FUCA1,154.0
NCOR2,CHCHD1,154.0
NCOR2,BUD13,154.0
NCOR2,ARHGAP35,154.0
NCOR2,ZFP395,153.0
NCOR2,SMARCAD1,153.0
NCOR2,SIRT1,153.0
NCOR2,RUSC2,153.0
NCOR2,RTRAF,153.0
NCOR2,RAB12,153.0
NCOR2,IDNK,153.0
NCOR2,GRK5,153.0
NCOR2,GEMIN7,153.0
NCOR2,E4F1,153.0
NCOR2,DCAF12,153.0
NCOR2,D8ERTD738E,153.0
NCOR2,CST3,153.0
NCOR2,ABCB10,153.0
NCOR2,SHPK,152.0
NCOR2,RSPRY1,152.0
NCOR2,RBM5,152.0
NCOR2,NKRF,152.0
NCOR2,NAB1,152.0
NCOR2,MAP3K15,152.0
NCOR2,KCTD9,152.0
NCOR2,IFFO1,152.0
NCOR2,HELLS,152.0
NCOR2,FAM192A,152.0
NCOR2,CTNS,152.0
NCOR2,CDCA2,152.0
NCOR2,BRWD1,152.0
NCOR2,ARL4D,152.0
NCOR2,ZFP282,151.0
NCOR2,ZER1,151.0
NCOR2,TTYH2,151.0
NCOR2,SPIN1,151.0
NCOR2,PUSL1,151.0
NCOR2,PSMD9,151.0
NCOR2,PPARD,151.0
NCOR2,PHKG1,151.0
NCOR2,ORC5,151.0
NCOR2,FBP1,151.0
NCOR2,CLCC1,151.0
NCOR2,ACIN1,151.0
NCOR2,ACAP3,151.0
NCOR2,TMEM82,150.0
NCOR2,TMEM126B,150.0
NCOR2,SLC38A9,150.0
NCOR2,PTAFR,150.0
NCOR2,PRR3,150.0
NCOR2,PARP12,150.0
NCOR2,NPRL3,150.0
NCOR2,MRM2,150.0
NCOR2,MON1A,150.0
NCOR2,INPP5B,150.0
NCOR2,HIVEP1,150.0
NCOR2,GNL1,150.0
NCOR2,FAM124A,150.0
NCOR2,EPB41,150.0
NCOR2,EHMT1,150.0
NCOR2,DUSP2,150.0
NCOR2,COL27A1,150.0
NCOR2,CLEC4N,150.0
NCOR2,ATP1A3,150.0
NCOR2,ZC3H15,149.0
NCOR2,VPS41,149.0
NCOR2,TMEM199,149.0
NCOR2,SUMO3,149.0
NCOR2,SKP2,149.0
NCOR2,SEC62,149.0
NCOR2,RPL8,149.0
NCOR2,RHOT1,149.0
NCOR2,PWP1,149.0
NCOR2,POLDIP2,149.0
NCOR2,PIGB,149.0
NCOR2,LMBRD2,149.0
NCOR2,LIMK1,149.0
NCOR2,BMP2K,149.0
NCOR2,ANKRD35,149.0
NCOR2,2310009A05RIK,149.0
NCOR2,ZFP428,148.0
NCOR2,USF2,148.0
NCOR2,TXNDC12,148.0
NCOR2,TLR11,148.0
NCOR2,TBL1XR1,148.0
NCOR2,PANK1,148.0
NCOR2,MYO5B,148.0
NCOR2,MUS81,148.0
NCOR2,MALSU1,148.0
NCOR2,E030018B13RIK,148.0
NCOR2,BTF3L4,148.0
NCOR2,UTP14B,147.0
NCOR2,USP4,147.0
NCOR2,TTC12,147.0
NCOR2,TMEM214,147.0
NCOR2,SDHA,147.0
NCOR2,PTPN11,147.0
NCOR2,PSEN1,147.0
NCOR2,POFUT2,147.0
NCOR2,PDE8A,147.0
NCOR2,MED31,147.0
NCOR2,LAPTM5,147.0
NCOR2,IGSF11,147.0
NCOR2,DDOST,147.0
NCOR2,COL6A6,147.0
NCOR2,CNOT2,147.0
NCOR2,CES2H,147.0
NCOR2,CEP70,147.0
NCOR2,CCDC127,147.0
NCOR2,BCHE,147.0
NCOR2,AGFG1,147.0
NCOR2,ACSL3,147.0
NCOR2,A930033H14RIK,147.0
NCOR2,4930563E22RIK,147.0
NCOR2,ZFP457,146.0
NCOR2,UNC5B,146.0
NCOR2,TYROBP,146.0
NCOR2,TMEM170B,146.0
NCOR2,SYNM,146.0
NCOR2,RALB,146.0
NCOR2,NFAT5,146.0
NCOR2,NCKAP1L,146.0
NCOR2,MORF4L2,146.0
NCOR2,MGST3,146.0
NCOR2,MAPK9,146.0
NCOR2,IER2,146.0
NCOR2,ICAM1,146.0
NCOR2,HMOX1,146.0
NCOR2,HIST1H3E,146.0
NCOR2,DOK2,146.0
NCOR2,CMTM7,146.0
NCOR2,CDC42,146.0
NCOR2,ARNT,146.0
NCOR2,ZFP367,145.0
NCOR2,THOC5,145.0
NCOR2,SNX33,145.0
NCOR2,DOLK,145.0
NCOR2,DCP2,145.0
NCOR2,ARHGEF1,145.0
NCOR2,SIK3,144.0
NCOR2,RNF43,144.0
NCOR2,RCBTB2,144.0
NCOR2,PSMD4,144.0
NCOR2,PEX11B,144.0
NCOR2,PAFAH1B2,144.0
NCOR2,P2RY6,144.0
NCOR2,NFE2L1,144.0
NCOR2,MYEF2,144.0
NCOR2,MSL3,144.0
NCOR2,HIF1A,144.0
NCOR2,GM5431,144.0
NCOR2,G3BP1,144.0
NCOR2,FKBP3,144.0
NCOR2,FANCI,144.0
NCOR2,EPHB1,144.0
NCOR2,CHMP1B,144.0
NCOR2,CFAP54,144.0
NCOR2,CCL6,144.0
NCOR2,CCDC97,144.0
NCOR2,BNIP3,144.0
NCOR2,APOC3,144.0
NCOR2,ADAM19,144.0
NCOR2,ZC2HC1C,143.0
NCOR2,UTP20,143.0
NCOR2,TPGS1,143.0
NCOR2,SRSF2,143.0
NCOR2,SIRT7,143.0
NCOR2,NHLRC2,143.0
NCOR2,MFSD11,143.0
NCOR2,MAPK8,143.0
NCOR2,HNF1B,143.0
NCOR2,FBLIM1,143.0
NCOR2,DCLRE1A,143.0
NCOR2,CD93,143.0
NCOR2,CD81,143.0
NCOR2,ATRIP,143.0
NCOR2,ANGPTL3,143.0
NCOR2,AFG3L2,143.0
NCOR2,ACYP1,143.0
NCOR2,ZFP93,142.0
NCOR2,ZEB1,142.0
NCOR2,ZDHHC12,142.0
NCOR2,YTHDF2,142.0
NCOR2,TUBGCP3,142.0
NCOR2,TPI1,142.0
NCOR2,SRP72,142.0
NCOR2,PLBD1,142.0
NCOR2,PDK2,142.0
NCOR2,NACA,142.0
NCOR2,HASPIN,142.0
NCOR2,GTF2I,142.0
NCOR2,FGF15,142.0
NCOR2,EIF4A2,142.0
NCOR2,CRP,142.0
NCOR2,CLEC4A2,142.0
NCOR2,ZMYND8,141.0
NCOR2,ZFP60,141.0
NCOR2,ZFP346,141.0
NCOR2,ZFP260,141.0
NCOR2,TMEM69,141.0
NCOR2,SHLD2,141.0
NCOR2,RAI1,141.0
NCOR2,RABGGTB,141.0
NCOR2,PER3,141.0
NCOR2,H2AFY,141.0
NCOR2,GLUD1,141.0
NCOR2,CYP4V3,141.0
NCOR2,C130074G19RIK,141.0
NCOR2,BSDC1,141.0
NCOR2,B230219D22RIK,141.0
NCOR2,WDTC1,140.0
NCOR2,TMBIM1,140.0
NCOR2,SPP2,140.0
NCOR2,SLF1,140.0
NCOR2,SLC39A14,140.0
NCOR2,SLC10A1,140.0
NCOR2,SERPINC1,140.0
NCOR2,PMF1,140.0
NCOR2,PLEKHG5,140.0
NCOR2,LRIF1,140.0
NCOR2,HS3ST1,140.0
NCOR2,CNMD,140.0
NCOR2,CCNG1,140.0
NCOR2,BRIP1,140.0
NCOR2,BC035044,140.0
NCOR2,2210408I21RIK,140.0
NCOR2,TRPM3,139.0
NCOR2,TNFSF13,139.0
NCOR2,TMEM273,139.0
NCOR2,THAP11,139.0
NCOR2,TERT,139.0
NCOR2,SYNGR2,139.0
NCOR2,RAVER1,139.0
NCOR2,PRG4,139.0
NCOR2,PRDM4,139.0
NCOR2,PICALM,139.0
NCOR2,LYPLA2,139.0
NCOR2,LRP11,139.0
NCOR2,LIN7C,139.0
NCOR2,IGF2,139.0
NCOR2,DLK2,139.0
NCOR2,CEP97,139.0
NCOR2,CEP63,139.0
NCOR2,CADM1,139.0
NCOR2,BCL2A1A,139.0
NCOR2,BACE2,139.0
NCOR2,APPL2,139.0
NCOR2,ANAPC13,139.0
NCOR2,ALDH3B1,139.0
NCOR2,VCL,138.0
NCOR2,TDRD3,138.0
NCOR2,TAF3,138.0
NCOR2,STN1,138.0
NCOR2,PDE4B,138.0
NCOR2,NAGLU,138.0
NCOR2,MAN1A,138.0
NCOR2,LIN7A,138.0
NCOR2,HMG20B,138.0
NCOR2,FAM208A,138.0
NCOR2,DGCR8,138.0
NCOR2,CSF2RB2,138.0
NCOR2,CDHR2,138.0
NCOR2,ASIC5,138.0
NCOR2,ACTR3,138.0
NCOR2,ABHD5,138.0
NCOR2,ZFP59,137.0
NCOR2,WDR89,137.0
NCOR2,UNG,137.0
NCOR2,TMEM158,137.0
NCOR2,SDC2,137.0
NCOR2,RFC2,137.0
NCOR2,NSMCE3,137.0
NCOR2,LRRC63,137.0
NCOR2,LCP1,137.0
NCOR2,INTS2,137.0
NCOR2,HSF1,137.0
NCOR2,GOSR2,137.0
NCOR2,FDXR,137.0
NCOR2,EXOC7,137.0
NCOR2,DIP2B,137.0
NCOR2,DENND4B,137.0
NCOR2,BOP1,137.0
NCOR2,BARHL1,137.0
NCOR2,ATG2A,137.0
NCOR2,AMBP,137.0
NCOR2,ZFP532,136.0
NCOR2,YTHDC2,136.0
NCOR2,WDCP,136.0
NCOR2,TTC41,136.0
NCOR2,TEX12,136.0
NCOR2,TBPL1,136.0
NCOR2,TARS2,136.0
NCOR2,TAB1,136.0
NCOR2,SND1,136.0
NCOR2,RNF115,136.0
NCOR2,PXMP2,136.0
NCOR2,PPIF,136.0
NCOR2,POLR3C,136.0
NCOR2,POLE,136.0
NCOR2,NRD1,136.0
NCOR2,NFYC,136.0
NCOR2,MNDAL,136.0
NCOR2,MKI67,136.0
NCOR2,MICAL1,136.0
NCOR2,MESD,136.0
NCOR2,HSP90B1,136.0
NCOR2,GMPPB,136.0
NCOR2,GLG1,136.0
NCOR2,GAS8,136.0
NCOR2,FAM219B,136.0
NCOR2,ERCC3,136.0
NCOR2,ERC2,136.0
NCOR2,DTYMK,136.0
NCOR2,DPM2,136.0
NCOR2,CYP2C69,136.0
NCOR2,CPNE3,136.0
NCOR2,CEP135,136.0
NCOR2,AGPAT1,136.0
NCOR2,ZFP963,135.0
NCOR2,WDR59,135.0
NCOR2,VEZT,135.0
NCOR2,USP14,135.0
NCOR2,UACA,135.0
NCOR2,SERTAD3,135.0
NCOR2,RASSF5,135.0
NCOR2,PARD3,135.0
NCOR2,OTUD4,135.0
NCOR2,NCAPG2,135.0
NCOR2,MRPL36,135.0
NCOR2,MOCS3,135.0
NCOR2,MAPK3,135.0
NCOR2,LRR1,135.0
NCOR2,LMNA,135.0
NCOR2,HSPB9,135.0
NCOR2,GDA,135.0
NCOR2,FGD6,135.0
NCOR2,DPM1,135.0
NCOR2,DNAJC18,135.0
NCOR2,CYP2D11,135.0
NCOR2,CSF2RB,135.0
NCOR2,CLNS1A,135.0
NCOR2,CAB39,135.0
NCOR2,ZRSR1,134.0
NCOR2,ZFP541,134.0
NCOR2,YOD1,134.0
NCOR2,WDR5,134.0
NCOR2,USP39,134.0
NCOR2,THSD1,134.0
NCOR2,SLC37A4,134.0
NCOR2,RCBTB1,134.0
NCOR2,PTOV1,134.0
NCOR2,PTMA,134.0
NCOR2,NLRP1A,134.0
NCOR2,NFIL3,134.0
NCOR2,KLF2,134.0
NCOR2,JARID2,134.0
NCOR2,IL11RA1,134.0
NCOR2,HDDC3,134.0
NCOR2,GPT2,134.0
NCOR2,GPR31B,134.0
NCOR2,DHRS9,134.0
NCOR2,CELF2,134.0
NCOR2,ADGRE5,134.0
NCOR2,WWTR1,133.0
NCOR2,WIPF2,133.0
NCOR2,VDAC1,133.0
NCOR2,UBN1,133.0
NCOR2,TECR,133.0
NCOR2,TAX1BP1,133.0
NCOR2,TAF1A,133.0
NCOR2,SPAG9,133.0
NCOR2,SLC7A11,133.0
NCOR2,SDHAF4,133.0
NCOR2,RPS6KA5,133.0
NCOR2,PTPN6,133.0
NCOR2,PIKFYVE,133.0
NCOR2,NPC2,133.0
NCOR2,NEDD9,133.0
NCOR2,NAXD,133.0
NCOR2,MS4A6D,133.0
NCOR2,LSR,133.0
NCOR2,ISCA2,133.0
NCOR2,GULO,133.0
NCOR2,GLYR1,133.0
NCOR2,DDX39,133.0
NCOR2,ANKLE2,133.0
NCOR2,UBE2D1,132.0
NCOR2,TTC9B,132.0
NCOR2,TMEM68,132.0
NCOR2,TMEM51,132.0
NCOR2,TMEM14C,132.0
NCOR2,TGS1,132.0
NCOR2,SYN2,132.0
NCOR2,SST,132.0
NCOR2,SMO,132.0
NCOR2,SMAD7,132.0
NCOR2,SIRPB1C,132.0
NCOR2,SGTB,132.0
NCOR2,RP2,132.0
NCOR2,RNF214,132.0
NCOR2,RESP18,132.0
NCOR2,PLG,132.0
NCOR2,PGA5,132.0
NCOR2,NLN,132.0
NCOR2,NDUFAB1,132.0
NCOR2,N6AMT1,132.0
NCOR2,LYSMD4,132.0
NCOR2,LIMS2,132.0
NCOR2,INSIG2,132.0
NCOR2,HSD17B7,132.0
NCOR2,DUT,132.0
NCOR2,DOCK8,132.0
NCOR2,CDK14,132.0
NCOR2,CDCA3,132.0
NCOR2,CDC5L,132.0
NCOR2,ATP6V1F,132.0
NCOR2,ANKRD10,132.0
NCOR2,0610040J01RIK,132.0
NCOR2,VTN,131.0
NCOR2,UBA2,131.0
NCOR2,SMIM15,131.0
NCOR2,SDS,131.0
NCOR2,RSF1,131.0
NCOR2,RNF11,131.0
NCOR2,RMDN2,131.0
NCOR2,PPA1,131.0
NCOR2,NET1,131.0
NCOR2,MUG1,131.0
NCOR2,MRPL10,131.0
NCOR2,LRRC46,131.0
NCOR2,LGR4,131.0
NCOR2,LCLAT1,131.0
NCOR2,ITGA5,131.0
NCOR2,HK3,131.0
NCOR2,GTPBP1,131.0
NCOR2,GSTP1,131.0
NCOR2,GEMIN2,131.0
NCOR2,FAM227A,131.0
NCOR2,E130308A19RIK,131.0
NCOR2,DPF2,131.0
NCOR2,D630039A03RIK,131.0
NCOR2,CENPX,131.0
NCOR2,C1QB,131.0
NCOR2,AAMDC,131.0
NCOR2,A930007A09RIK,131.0
NCOR2,4932438A13RIK,131.0
NCOR2,ZFP959,130.0
NCOR2,ZFP64,130.0
NCOR2,TYK2,130.0
NCOR2,TXNL1,130.0
NCOR2,TUBB4B,130.0
NCOR2,TELO2,130.0
NCOR2,SNX19,130.0
NCOR2,RERE,130.0
NCOR2,RCOR1,130.0
NCOR2,PUS3,130.0
NCOR2,PPIB,130.0
NCOR2,PAF1,130.0
NCOR2,OXR1,130.0
NCOR2,NDUFS1,130.0
NCOR2,MSRB3,130.0
NCOR2,MSMO1,130.0
NCOR2,MED29,130.0
NCOR2,ME1,130.0
NCOR2,MAP9,130.0
NCOR2,KDM3A,130.0
NCOR2,ITIH4,130.0
NCOR2,IRF2,130.0
NCOR2,EEF1B2,130.0
NCOR2,DDX25,130.0
NCOR2,CWF19L2,130.0
NCOR2,ZGRF1,129.0
NCOR2,TSG101,129.0
NCOR2,TIGD2,129.0
NCOR2,TARM1,129.0
NCOR2,PCDHGC3,129.0
NCOR2,NUDT18,129.0
NCOR2,MOCOS,129.0
NCOR2,LDB3,129.0
NCOR2,LARP7,129.0
NCOR2,LAMTOR4,129.0
NCOR2,LACTB,129.0
NCOR2,HS3ST3B1,129.0
